w_geocode,segment,year,C000,CE01,CE02,CE03
060730134241002,S000,2023,228,59,95,74
060730134241004,S000,2023,2,0,2,0
060730134241005,S000,2023,4,1,1,2
060730134241006,S000,2023,6,0,2,4
060730134241007,S000,2023,7,3,2,2
060730134241008,S000,2023,13,4,7,2
060730134241009,S000,2023,14,4,6,4
060730134242000,S000,2023,597,81,199,317
060730134242001,S000,2023,5,1,2,2
060730134242005,S000,2023,419,96,203,120
060730134242006,S000,2023,71,25,23,23
060730134242007,S000,2023,1504,901,282,321
060730134242008,S000,2023,338,49,99,190
060730134243000,S000,2023,18,2,11,5
060730134243002,S000,2023,525,122,177,226
060730134243003,S000,2023,9,0,4,5
060730134243004,S000,2023,51,5,12,34
060730134243006,S000,2023,4,0,4,0
060730134243007,S000,2023,247,48,67,132
060730134243008,S000,2023,746,53,203,490
060730134243009,S000,2023,119,15,34,70
060730134243010,S000,2023,92,26,38,28
060730134243011,S000,2023,16,2,3,11
060730134243012,S000,2023,32,4,9,19
060730134243013,S000,2023,3,3,0,0
060730134251003,S000,2023,34,8,10,16
060730134251004,S000,2023,3,0,1,2
060730134251005,S000,2023,24,8,10,6
060730134251008,S000,2023,19,4,5,10
060730134251009,S000,2023,167,18,49,100
060730134251010,S000,2023,104,35,22,47
060730134251012,S000,2023,43,14,12,17
060730134251015,S000,2023,1,0,1,0
060730134251016,S000,2023,78,14,14,50
060730135031000,S000,2023,54,19,13,22
060730135031001,S000,2023,2,1,1,0
060730135031002,S000,2023,1,0,0,1
060730135032000,S000,2023,8,2,6,0
060730135032001,S000,2023,4,0,4,0
060730135032002,S000,2023,4,3,1,0
060730135032003,S000,2023,35,11,8,16
060730135032004,S000,2023,37,6,18,13
060730135032005,S000,2023,3,3,0,0
060730135032008,S000,2023,230,69,99,62
060730135032009,S000,2023,8,3,5,0
060730135032010,S000,2023,3,0,3,0
060730135032011,S000,2023,5,2,3,0
060730135032012,S000,2023,15,5,7,3
060730135032014,S000,2023,6,2,3,1
060730135032015,S000,2023,1,0,0,1
060730135033000,S000,2023,235,24,60,151
060730135033001,S000,2023,3,0,3,0
060730135033003,S000,2023,1,0,1,0
060730135033008,S000,2023,14,6,6,2
060730135033009,S000,2023,70,10,18,42
060730135033010,S000,2023,2,1,1,0
060730135033012,S000,2023,6,0,5,1
060730135033014,S000,2023,1,1,0,0
060730135033015,S000,2023,1,0,1,0
060730135033018,S000,2023,2,0,2,0
060730135033021,S000,2023,2,2,0,0
060730135033025,S000,2023,8,3,2,3
060730135033026,S000,2023,1,0,0,1
060730135033027,S000,2023,9,4,2,3
060730135041000,S000,2023,7,3,3,1
060730135041001,S000,2023,4,0,4,0
060730135041003,S000,2023,22,4,11,7
060730135041004,S000,2023,2,0,1,1
060730135041005,S000,2023,13,2,8,3
060730135041006,S000,2023,17,1,7,9
060730135042001,S000,2023,1,0,1,0
060730135042002,S000,2023,17,2,1,14
060730135042004,S000,2023,1,0,0,1
060730135042005,S000,2023,7,1,3,3
060730135043000,S000,2023,13,2,2,9
060730135043001,S000,2023,75,13,20,42
060730135043003,S000,2023,9,2,5,2
060730135043005,S000,2023,1,0,1,0
060730135043006,S000,2023,28,8,6,14
060730135043007,S000,2023,1,0,1,0
060730135051000,S000,2023,5,2,2,1
060730135051001,S000,2023,2,0,1,1
060730135051003,S000,2023,15,5,3,7
060730135051006,S000,2023,126,39,70,17
060730135051007,S000,2023,8,1,1,6
060730135051009,S000,2023,90,13,20,57
060730135051010,S000,2023,4,0,2,2
060730135051011,S000,2023,12,3,9,0
060730135051013,S000,2023,5,0,5,0
060730135051017,S000,2023,8,4,2,2
060730135052003,S000,2023,16,7,8,1
060730135052005,S000,2023,1,0,1,0
060730135052006,S000,2023,2,0,2,0
060730135052009,S000,2023,4,2,2,0
060730135053000,S000,2023,2,1,1,0
060730135053001,S000,2023,17,1,1,15
060730135053002,S000,2023,11,2,4,5
060730135053003,S000,2023,667,61,134,472
060730135061002,S000,2023,136,17,41,78
060730135061003,S000,2023,17,11,5,1
060730135061005,S000,2023,17,4,10,3
060730135061007,S000,2023,3,2,0,1
060730135062001,S000,2023,24,6,8,10
060730135062002,S000,2023,1,0,1,0
060730135062003,S000,2023,4,0,3,1
060730135062004,S000,2023,35,13,16,6
060730135062005,S000,2023,10,0,7,3
060730135063003,S000,2023,99,16,27,56
060730135063004,S000,2023,4,0,2,2
060730135063005,S000,2023,17,1,11,5
060730136011000,S000,2023,23,5,6,12
060730136011004,S000,2023,4,0,2,2
060730136011005,S000,2023,15,4,2,9
060730136011006,S000,2023,1,0,0,1
060730136012001,S000,2023,17,1,2,14
060730136012004,S000,2023,5,3,1,1
060730136012005,S000,2023,1,0,0,1
060730136012006,S000,2023,15,3,5,7
060730136012008,S000,2023,37,7,6,24
060730136012009,S000,2023,1,0,0,1
060730136012010,S000,2023,6,3,3,0
060730136012011,S000,2023,9,2,3,4
060730136012012,S000,2023,12,9,3,0
060730136012013,S000,2023,10,1,6,3
060730136012014,S000,2023,5,2,3,0
060730136012015,S000,2023,3,1,2,0
060730136012016,S000,2023,3,2,1,0
060730136012017,S000,2023,22,6,9,7
060730136012018,S000,2023,30,4,11,15
060730136012019,S000,2023,26,9,10,7
060730136013000,S000,2023,3,0,0,3
060730136013005,S000,2023,19,4,6,9
060730136013007,S000,2023,10,0,4,6
060730136013009,S000,2023,4,2,2,0
060730136013010,S000,2023,25,8,13,4
060730136013011,S000,2023,62,11,9,42
060730136013012,S000,2023,83,11,24,48
060730136013013,S000,2023,3,1,2,0
060730136014000,S000,2023,86,31,30,25
060730136014001,S000,2023,147,47,70,30
060730136041000,S000,2023,178,31,50,97
060730136042000,S000,2023,36,10,13,13
060730136042001,S000,2023,1,0,1,0
060730136042002,S000,2023,2,1,0,1
060730136042003,S000,2023,16,2,7,7
060730136043000,S000,2023,71,27,25,19
060730136043001,S000,2023,6,2,2,2
060730136043002,S000,2023,13,1,4,8
060730136043003,S000,2023,5,0,3,2
060730136043004,S000,2023,9,1,2,6
060730136043005,S000,2023,23,6,4,13
060730136043006,S000,2023,39,11,25,3
060730136043007,S000,2023,3,2,0,1
060730136043008,S000,2023,2,0,2,0
060730136044000,S000,2023,910,126,69,715
060730136044004,S000,2023,68,3,13,52
060730136044005,S000,2023,1,1,0,0
060730136051000,S000,2023,229,44,123,62
060730136051001,S000,2023,3,3,0,0
060730136051004,S000,2023,5,0,2,3
060730136051005,S000,2023,2,2,0,0
060730136051006,S000,2023,3,1,1,1
060730136051009,S000,2023,10,0,0,10
060730136051010,S000,2023,28,3,0,25
060730136051012,S000,2023,70,5,17,48
060730136051013,S000,2023,4,0,3,1
060730136051015,S000,2023,3,0,1,2
060730136051016,S000,2023,1,0,0,1
060730136052000,S000,2023,1,0,0,1
060730136052001,S000,2023,10,4,3,3
060730136052002,S000,2023,21,1,11,9
060730136052004,S000,2023,10,1,5,4
060730136052005,S000,2023,4,2,0,2
060730136052006,S000,2023,13,2,2,9
060730136052007,S000,2023,7,3,4,0
060730136053000,S000,2023,10,2,7,1
060730136053001,S000,2023,14,6,4,4
060730136053002,S000,2023,7,3,2,2
060730136053003,S000,2023,3,0,3,0
060730136053006,S000,2023,27,1,2,24
060730136053008,S000,2023,3,0,0,3
060730136053009,S000,2023,3,0,1,2
060730136053010,S000,2023,8,0,2,6
060730136053011,S000,2023,1,0,1,0
060730136053012,S000,2023,3,0,2,1
060730136053014,S000,2023,9,4,3,2
060730136053015,S000,2023,9,0,6,3
060730136053016,S000,2023,5,0,0,5
060730136053020,S000,2023,13,1,8,4
060730136053021,S000,2023,2,0,2,0
060730136053022,S000,2023,5,0,0,5
060730136071000,S000,2023,227,24,45,158
060730136071001,S000,2023,470,119,173,178
060730136071002,S000,2023,31,0,19,12
060730136072000,S000,2023,829,211,288,330
060730136072001,S000,2023,36,13,16,7
060730136072002,S000,2023,106,13,32,61
060730136072003,S000,2023,2,2,0,0
060730136081000,S000,2023,15,9,6,0
060730136081001,S000,2023,9,3,3,3
060730136081002,S000,2023,2,2,0,0
060730136081004,S000,2023,24,6,15,3
060730136081005,S000,2023,16,9,7,0
060730136081006,S000,2023,6,1,5,0
060730136081007,S000,2023,3,1,2,0
060730136081009,S000,2023,6,1,5,0
060730136082000,S000,2023,35,8,13,14
060730136082002,S000,2023,217,37,123,57
060730136082003,S000,2023,3,0,3,0
060730136082004,S000,2023,13,6,6,1
060730136082006,S000,2023,9,3,3,3
060730136082007,S000,2023,788,199,309,280
060730137011001,S000,2023,76,8,25,43
060730137011002,S000,2023,6,2,2,2
060730137011003,S000,2023,7,0,5,2
060730137011004,S000,2023,12,5,3,4
060730137011005,S000,2023,68,13,43,12
060730137011006,S000,2023,7,1,3,3
060730137011007,S000,2023,277,59,100,118
060730137012000,S000,2023,4,2,2,0
060730137012001,S000,2023,35,26,4,5
060730137012002,S000,2023,14,3,7,4
060730137012003,S000,2023,4,3,1,0
060730137012007,S000,2023,13,1,8,4
060730137012008,S000,2023,67,2,10,55
060730137021001,S000,2023,22,6,4,12
060730137021002,S000,2023,309,19,48,242
060730137021003,S000,2023,7,0,2,5
060730137021004,S000,2023,35,9,12,14
060730137021005,S000,2023,2,0,2,0
060730137021006,S000,2023,1,0,1,0
060730137021007,S000,2023,2,0,1,1
060730137022000,S000,2023,405,30,54,321
060730137022001,S000,2023,176,16,37,123
060730137022002,S000,2023,6,1,3,2
060730137023000,S000,2023,9,1,7,1
060730137023002,S000,2023,22,16,6,0
060730137023004,S000,2023,21,6,4,11
060730138011000,S000,2023,11,3,8,0
060730138011001,S000,2023,6,2,2,2
060730138011002,S000,2023,12,6,3,3
060730138011013,S000,2023,51,9,24,18
060730138011016,S000,2023,114,21,34,59
060730138011017,S000,2023,62,14,33,15
060730138011018,S000,2023,177,15,24,138
060730138011019,S000,2023,150,71,60,19
060730138011020,S000,2023,13,4,2,7
060730138011021,S000,2023,45,21,11,13
060730138011022,S000,2023,134,15,76,43
060730138011023,S000,2023,5,3,0,2
060730138012001,S000,2023,14,3,6,5
060730138012003,S000,2023,3,0,2,1
060730138012004,S000,2023,1,0,0,1
060730138012006,S000,2023,2,2,0,0
060730138013000,S000,2023,4,1,2,1
060730138013001,S000,2023,1,0,1,0
060730138013006,S000,2023,229,46,75,108
060730138013007,S000,2023,3,0,1,2
060730138013008,S000,2023,9,1,6,2
060730138013010,S000,2023,4,1,1,2
060730138013012,S000,2023,2,0,0,2
060730138021000,S000,2023,25,6,8,11
060730138021001,S000,2023,1,1,0,0
060730138021002,S000,2023,13,3,4,6
060730138022000,S000,2023,79,14,26,39
060730138022001,S000,2023,152,29,43,80
060730138022002,S000,2023,49,15,25,9
060730138022003,S000,2023,133,16,40,77
060730139031001,S000,2023,10,1,2,7
060730139031002,S000,2023,2,0,2,0
060730139031003,S000,2023,18,0,12,6
060730139031004,S000,2023,2,0,0,2
060730139031005,S000,2023,3,1,2,0
060730139031006,S000,2023,5,0,3,2
060730139031009,S000,2023,124,49,55,20
060730139031010,S000,2023,2,1,1,0
060730139031011,S000,2023,1,0,1,0
060730139031012,S000,2023,1,0,1,0
060730139031013,S000,2023,2,2,0,0
060730139032000,S000,2023,256,44,88,124
060730139032003,S000,2023,8,5,3,0
060730139032005,S000,2023,4,0,3,1
060730139032006,S000,2023,63,10,19,34
060730139032008,S000,2023,2,1,1,0
060730139032009,S000,2023,6,1,3,2
060730139032020,S000,2023,6,2,4,0
060730139032021,S000,2023,12,3,9,0
060730139032022,S000,2023,33,5,14,14
060730139032023,S000,2023,9,1,4,4
060730139051000,S000,2023,164,107,44,13
060730139051002,S000,2023,20,7,7,6
060730139051003,S000,2023,5,1,2,2
060730139051004,S000,2023,4,1,3,0
060730139051006,S000,2023,10,1,5,4
060730139051007,S000,2023,1,0,1,0
060730139051008,S000,2023,21,5,12,4
060730139051009,S000,2023,7,4,2,1
060730139051010,S000,2023,10,3,5,2
060730139052000,S000,2023,1,0,1,0
060730139052001,S000,2023,148,17,9,122
060730139052002,S000,2023,14,3,5,6
060730139052003,S000,2023,4,3,1,0
060730139052004,S000,2023,5,2,3,0
060730139052005,S000,2023,6,6,0,0
060730139052006,S000,2023,4,2,1,1
060730139052007,S000,2023,1,0,1,0
060730139052008,S000,2023,9,4,3,2
060730139053000,S000,2023,5,0,3,2
060730139053001,S000,2023,24,10,6,8
060730139053003,S000,2023,2,0,1,1
060730139053004,S000,2023,2,0,0,2
060730139053006,S000,2023,1,1,0,0
060730139053007,S000,2023,4,1,3,0
060730139053008,S000,2023,1,0,1,0
060730139053009,S000,2023,28,1,14,13
060730139061000,S000,2023,1,1,0,0
060730139061001,S000,2023,151,11,37,103
060730139061002,S000,2023,7,0,1,6
060730139062000,S000,2023,75,14,26,35
060730139062002,S000,2023,6,0,3,3
060730139062003,S000,2023,8,2,3,3
060730139062004,S000,2023,25,5,13,7
060730139063000,S000,2023,28,9,14,5
060730139071000,S000,2023,150,14,41,95
060730139071001,S000,2023,127,7,15,105
060730139071002,S000,2023,18,6,9,3
060730139071003,S000,2023,249,30,41,178
060730139072000,S000,2023,1,0,0,1
060730139072001,S000,2023,101,19,37,45
060730139072002,S000,2023,67,10,8,49
060730139081000,S000,2023,12,5,4,3
060730139081003,S000,2023,2,0,0,2
060730139081005,S000,2023,7,3,3,1
060730139081006,S000,2023,2,2,0,0
060730139081007,S000,2023,2,0,2,0
060730139081008,S000,2023,1,0,0,1
060730139081010,S000,2023,50,3,9,38
060730139081011,S000,2023,27,4,16,7
060730139081012,S000,2023,1,0,1,0
060730139081015,S000,2023,3,1,2,0
060730139081016,S000,2023,1,0,1,0
060730139081017,S000,2023,11,6,2,3
060730139081020,S000,2023,58,2,7,49
060730139081021,S000,2023,7,4,3,0
060730139082000,S000,2023,172,32,47,93
060730139082001,S000,2023,6,2,2,2
060730139082002,S000,2023,336,85,167,84
060730139082003,S000,2023,5,2,3,0
060730139082004,S000,2023,1,1,0,0
060730139082005,S000,2023,6,2,3,1
060730139082006,S000,2023,4,3,1,0
060730139082011,S000,2023,414,101,190,123
060730139082012,S000,2023,2,2,0,0
060730139082013,S000,2023,2,0,2,0
060730139082014,S000,2023,3,0,2,1
060730139091000,S000,2023,8,1,5,2
060730139091002,S000,2023,12,4,3,5
060730139091003,S000,2023,14,1,9,4
060730139091007,S000,2023,12,4,6,2
060730139091008,S000,2023,2,0,0,2
060730139091009,S000,2023,2,0,2,0
060730139091012,S000,2023,4,2,2,0
060730139092000,S000,2023,3,0,3,0
060730139092001,S000,2023,5,1,4,0
060730139092002,S000,2023,3,2,1,0
060730139092006,S000,2023,2,0,2,0
060730139092007,S000,2023,3,3,0,0
060730139092008,S000,2023,3,1,2,0
060730139092009,S000,2023,2,0,2,0
060730139092011,S000,2023,5,1,4,0
060730139092012,S000,2023,1,1,0,0
060730139092013,S000,2023,1,0,1,0
060730139092014,S000,2023,1,0,1,0
060730139092016,S000,2023,19,5,8,6
060730139092017,S000,2023,5,1,4,0
060730139092019,S000,2023,2,0,2,0
060730139092020,S000,2023,2,1,1,0
060730139092023,S000,2023,1,1,0,0
060730139092024,S000,2023,23,7,4,12
060730139092025,S000,2023,16,2,5,9
060730139092028,S000,2023,2,0,2,0
060730139092030,S000,2023,1,0,1,0
060730139092032,S000,2023,12,0,4,8
060730139092034,S000,2023,37,6,8,23
060730140011000,S000,2023,1,1,0,0
060730140011001,S000,2023,3,0,2,1
060730140011002,S000,2023,113,21,39,53
060730140011003,S000,2023,8,1,4,3
060730140011004,S000,2023,51,6,14,31
060730140012000,S000,2023,4,0,4,0
060730140012001,S000,2023,7,3,3,1
060730140012002,S000,2023,1,0,1,0
060730140012003,S000,2023,3,0,3,0
060730140012004,S000,2023,4,0,3,1
060730140012005,S000,2023,1,0,1,0
060730140012006,S000,2023,1,1,0,0
060730140013000,S000,2023,59,19,15,25
060730140013002,S000,2023,7,0,3,4
060730140013007,S000,2023,9,3,6,0
060730140013008,S000,2023,13,7,5,1
060730140013009,S000,2023,6,3,1,2
060730140014001,S000,2023,149,26,39,84
060730140014004,S000,2023,5,0,1,4
060730140014005,S000,2023,2,0,0,2
060730140014006,S000,2023,5,3,0,2
060730140014007,S000,2023,13,3,7,3
060730140014008,S000,2023,15,9,3,3
060730140014009,S000,2023,184,40,55,89
060730140014011,S000,2023,3,1,1,1
060730140014012,S000,2023,41,11,20,10
060730140014013,S000,2023,20,7,7,6
060730140014015,S000,2023,110,33,51,26
060730140014016,S000,2023,8,2,3,3
060730140014017,S000,2023,6,5,0,1
060730140021000,S000,2023,128,8,32,88
060730140021001,S000,2023,1,0,1,0
060730140021002,S000,2023,3,2,1,0
060730140021005,S000,2023,6,2,4,0
060730140021007,S000,2023,2,0,0,2
060730140021008,S000,2023,10,2,5,3
060730140021009,S000,2023,4,1,1,2
060730140021010,S000,2023,1,0,1,0
060730140021011,S000,2023,57,11,18,28
060730140021012,S000,2023,5,1,2,2
060730140021013,S000,2023,118,35,70,13
060730140021015,S000,2023,106,23,54,29
060730140022003,S000,2023,6,1,0,5
060730140022004,S000,2023,90,15,26,49
060730140022006,S000,2023,14,7,6,1
060730140022008,S000,2023,7,0,7,0
060730140022012,S000,2023,2,2,0,0
060730140022015,S000,2023,5,3,2,0
060730140022017,S000,2023,1,0,1,0
060730140022019,S000,2023,116,11,21,84
060730140022020,S000,2023,4,1,1,2
060730140022021,S000,2023,3,1,2,0
060730140022022,S000,2023,14,4,8,2
060730141011000,S000,2023,3,1,1,1
060730141011002,S000,2023,83,9,24,50
060730141011003,S000,2023,4,0,3,1
060730141011005,S000,2023,3,1,1,1
060730141011006,S000,2023,8,1,4,3
060730141011007,S000,2023,6,6,0,0
060730141011009,S000,2023,3,1,2,0
060730141011012,S000,2023,9,0,6,3
060730141011013,S000,2023,8,1,5,2
060730141012000,S000,2023,6,0,4,2
060730141012001,S000,2023,2,0,1,1
060730141012002,S000,2023,2,0,2,0
060730141012005,S000,2023,1,0,0,1
060730141012006,S000,2023,1,1,0,0
060730141012007,S000,2023,5,3,1,1
060730141012009,S000,2023,2,0,0,2
060730141012012,S000,2023,3,0,2,1
060730141012013,S000,2023,13,2,7,4
060730141012014,S000,2023,2,0,2,0
060730141012016,S000,2023,16,5,0,11
060730141012020,S000,2023,2,2,0,0
060730141012021,S000,2023,1,1,0,0
060730141012022,S000,2023,4,1,0,3
060730141012024,S000,2023,6,4,2,0
060730141021000,S000,2023,2,1,1,0
060730141021001,S000,2023,3,1,2,0
060730141021003,S000,2023,4,1,3,0
060730141021004,S000,2023,5,1,2,2
060730141021005,S000,2023,1,0,1,0
060730141021007,S000,2023,1,0,1,0
060730141021008,S000,2023,82,5,14,63
060730141021009,S000,2023,1,0,0,1
060730141021010,S000,2023,5,0,5,0
060730141021012,S000,2023,3,1,2,0
060730141021015,S000,2023,3,0,3,0
060730141021017,S000,2023,6,1,5,0
060730141021018,S000,2023,1,0,0,1
060730141021019,S000,2023,3,1,2,0
060730141021025,S000,2023,22,6,12,4
060730141022000,S000,2023,2,0,2,0
060730141022001,S000,2023,2,0,2,0
060730141022002,S000,2023,1,0,1,0
060730141022003,S000,2023,5,3,2,0
060730141022004,S000,2023,5,5,0,0
060730141022005,S000,2023,14,5,5,4
060730141022006,S000,2023,64,15,37,12
060730141022007,S000,2023,5,1,4,0
060730141022008,S000,2023,1,0,0,1
060730142001000,S000,2023,1,1,0,0
060730142001001,S000,2023,151,29,48,74
060730142001002,S000,2023,91,20,22,49
060730142001003,S000,2023,111,21,69,21
060730142002001,S000,2023,4,3,1,0
060730142002002,S000,2023,13,2,2,9
060730142002003,S000,2023,11,4,1,6
060730142002004,S000,2023,2,0,2,0
060730142002005,S000,2023,6,1,5,0
060730142002006,S000,2023,1,0,0,1
060730142003000,S000,2023,2,0,1,1
060730142003001,S000,2023,2,0,2,0
060730142003002,S000,2023,2,0,2,0
060730142003003,S000,2023,1,0,1,0
060730142003004,S000,2023,1,0,1,0
060730142003005,S000,2023,1,0,1,0
060730142003006,S000,2023,22,5,8,9
060730142003008,S000,2023,7,2,2,3
060730142003010,S000,2023,2,2,0,0
060730142003011,S000,2023,11,4,5,2
060730142003012,S000,2023,1,0,1,0
060730142003016,S000,2023,2,0,2,0
060730142004000,S000,2023,1,1,0,0
060730142004002,S000,2023,39,10,12,17
060730142004004,S000,2023,1,1,0,0
060730142004005,S000,2023,1,1,0,0
060730142004006,S000,2023,25,4,9,12
060730142004007,S000,2023,7,5,1,1
060730143001000,S000,2023,6,3,3,0
060730143001005,S000,2023,4,2,2,0
060730143001006,S000,2023,11,4,4,3
060730143001007,S000,2023,20,7,10,3
060730143001008,S000,2023,6,3,2,1
060730143001012,S000,2023,76,10,24,42
060730143002000,S000,2023,4,3,0,1
060730143002001,S000,2023,1,0,1,0
060730143002002,S000,2023,3,0,3,0
060730143002003,S000,2023,3,1,2,0
060730143002004,S000,2023,14,2,8,4
060730143002007,S000,2023,1,0,1,0
060730143002008,S000,2023,2,2,0,0
060730143002009,S000,2023,8,1,3,4
060730144001012,S000,2023,226,60,93,73
060730144001013,S000,2023,405,71,228,106
060730144001015,S000,2023,287,45,42,200
060730144001016,S000,2023,79,14,21,44
060730144001017,S000,2023,61,16,25,20
060730144001018,S000,2023,19,12,4,3
060730144001019,S000,2023,151,41,79,31
060730144001021,S000,2023,93,4,14,75
060730144001022,S000,2023,19,2,1,16
060730144001024,S000,2023,30,7,16,7
060730144001025,S000,2023,39,16,6,17
060730144001026,S000,2023,13,1,12,0
060730144001028,S000,2023,13,1,4,8
060730144001029,S000,2023,17,2,13,2
060730144001030,S000,2023,74,13,46,15
060730144001031,S000,2023,13,3,8,2
060730144001032,S000,2023,92,7,30,55
060730144001034,S000,2023,129,26,74,29
060730144001035,S000,2023,10,2,4,4
060730144001036,S000,2023,155,23,28,104
060730144001037,S000,2023,220,33,42,145
060730144002002,S000,2023,3,2,1,0
060730144002003,S000,2023,62,18,30,14
060730144002004,S000,2023,44,6,9,29
060730144002005,S000,2023,55,6,7,42
060730144002006,S000,2023,44,18,16,10
060730144002007,S000,2023,78,6,42,30
060730144002008,S000,2023,455,57,170,228
060730144002009,S000,2023,610,107,263,240
060730144002010,S000,2023,19,2,14,3
060730144002011,S000,2023,323,99,151,73
060730144002012,S000,2023,9,4,4,1
060730144002013,S000,2023,58,16,27,15
060730144002014,S000,2023,28,4,11,13
060730144002015,S000,2023,10,3,0,7
060730144002016,S000,2023,10,7,3,0
060730144002017,S000,2023,5,2,0,3
060730144002018,S000,2023,2,2,0,0
060730144002019,S000,2023,26,1,6,19
060730144002020,S000,2023,25,6,13,6
060730144002022,S000,2023,45,7,20,18
